,example_cell_1,example_cell_2,example_cell_3,example_cell_4,example_cell_5,example_cell_6,example_cell_7,example_cell_8,example_cell_9,example_cell_10,example_cell_11,example_cell_12,example_cell_13,example_cell_14,example_cell_15,example_cell_16,example_cell_17,example_cell_18,example_cell_19,example_cell_20,example_cell_21,example_cell_22,example_cell_23,example_cell_24,example_cell_25,example_cell_26,example_cell_27,example_cell_28,example_cell_29,example_cell_30,example_cell_31,example_cell_32,example_cell_33,example_cell_34,example_cell_35,example_cell_36,example_cell_37,example_cell_38,example_cell_39,example_cell_40,example_cell_41,example_cell_42,example_cell_43,example_cell_44,example_cell_45,example_cell_46,example_cell_47,example_cell_48,example_cell_49,example_cell_50,example_cell_51,example_cell_52,example_cell_53,example_cell_54,example_cell_55,example_cell_56,example_cell_57,example_cell_58,example_cell_59,example_cell_60,example_cell_61,example_cell_62,example_cell_63,example_cell_64,example_cell_65,example_cell_66,example_cell_67,example_cell_68,example_cell_69,example_cell_70,example_cell_71,example_cell_72,example_cell_73,example_cell_74,example_cell_75,example_cell_76,example_cell_77,example_cell_78,example_cell_79,example_cell_80,example_cell_81,example_cell_82,example_cell_83,example_cell_84,example_cell_85,example_cell_86,example_cell_87,example_cell_88,example_cell_89,example_cell_90,example_cell_91,example_cell_92,example_cell_93,example_cell_94,example_cell_95,example_cell_96,example_cell_97,example_cell_98,example_cell_99,example_cell_100,example_cell_101,example_cell_102,example_cell_103,example_cell_104,example_cell_105,example_cell_106,example_cell_107,example_cell_108,example_cell_109,example_cell_110,example_cell_111,example_cell_112,example_cell_113,example_cell_114,example_cell_115,example_cell_116,example_cell_117,example_cell_118,example_cell_119,example_cell_120,example_cell_121,example_cell_122,example_cell_123,example_cell_124,example_cell_125,example_cell_126,example_cell_127,example_cell_128,example_cell_129,example_cell_130,example_cell_131,example_cell_132,example_cell_133,example_cell_134,example_cell_135,example_cell_136,example_cell_137,example_cell_138,example_cell_139,example_cell_140,example_cell_141,example_cell_142,example_cell_143,example_cell_144,example_cell_145,example_cell_146,example_cell_147,example_cell_148,example_cell_149,example_cell_150,example_cell_151,example_cell_152,example_cell_153,example_cell_154,example_cell_155,example_cell_156,example_cell_157,example_cell_158,example_cell_159,example_cell_160,example_cell_161,example_cell_162,example_cell_163,example_cell_164,example_cell_165,example_cell_166,example_cell_167,example_cell_168,example_cell_169,example_cell_170,example_cell_171,example_cell_172,example_cell_173,example_cell_174,example_cell_175,example_cell_176,example_cell_177,example_cell_178,example_cell_179,example_cell_180,example_cell_181,example_cell_182,example_cell_183,example_cell_184,example_cell_185,example_cell_186,example_cell_187,example_cell_188,example_cell_189,example_cell_190,example_cell_191,example_cell_192,example_cell_193,example_cell_194,example_cell_195,example_cell_196,example_cell_197,example_cell_198,example_cell_199,example_cell_200
CDK11A,0,0,0.25167049,0,0,0.323796026,0,0,0,0.896965845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.858969122,1.84582669,0,0,0,1.567587559,0.595461756,0,0,0,0,0,0,0,0,1.664081752,0,0,0,0,0,0,0.357684969,0,0,1.913043341,0,0,0,0,0,1.621058443,0,0,0,0.232187265,0,0,0,0,0,0,0,0,1.932235739,0.255918321,0,0,0,0,0,0,0.184480219,0,0,0,0.599099741,0,0,0,0.507198787,0,0.405187523,0.833520031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289899145,0,0,0.668353517,0,0,1.180753378,0,0,0,0,0,0,0.365752628,0,0,1.786776898,0,0,0,0.758682281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324060652,0,0,0,0,0,0,0.306760072,0,0,1.494390502,0.234788508,0,0,0.389372623,0,0,0,0,0,0,0.530101727,0,0.251010037,2.448004079,0.690011992,0,0,0,0,0.727869238,0,0,0,0,1.650340712,0,0,1.750874672,0,0,0,0,0,0,0,0,1.481388214,0,0,0,0,0
SLC35E2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353531757,0,0,0,0,0,0,0,0,0,0,0,0,0.371622531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADK,0,0,0.25167049,0,0,0,0.51315644,0.667890276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708990262,0,0,0,0.705056324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733787222,0,0,0,0,0.773468198,0,0.731542251,0.252062693,0,0,0,0,0,0,0,0,0,0.512914313,2.415349326,0.308299517,0.232187265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531804443,0,0,0,0,0,0,0,0,0,0,0.287473891,0,0,0,0,0.251130437,0,0.778309195,0,0,0,0.967283916,0,0,0.556494464,0,0,0,0,0,0,0,0,0,2.745812125,0,0,0,0.365752628,0,0.170947145,0,0.764586349,0,0.953154633,0,0,0,0,0,2.089658294,0,0,0,0,0,0.187537001,0,0,1.695321726,0,0,0,0,0,0.324060652,0,0,0,0,0,0,0,0,0,0,0.234788508,0,0,0,0,0,0,0,0,0,0,0.371622531,0.451486981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763238853,0,0.503753719
GNB1,0,1.846837919,0.61977858,0,0,0.928006334,0.850625937,0,0,0.677069154,0,2.36710851,0.703351092,0,0,0,0,0,1.225019201,0,2.01178937,0,0,0.93527253,0,0,0,0,0,0,1.310643404,0,0.364284138,0,0.931030164,0,0.595461756,0,0,0,1.057726761,0.646475686,0,0,0.733787222,0,0.560366821,0,1.200020689,0,1.020136652,0.731542251,0.620592671,0.612878917,0.909386764,0,0,0.481739788,0.716273486,0,0,0,0,0,0.643311512,1.040096979,0,1.043539787,0,0,0,0,0,0.679626841,0,0.459507769,0,0,0,0,0,0,0.474854083,0,0,0.498674774,0.599099741,2.015726797,0.606249462,0,0.507198787,0,0.605757259,0,0,0.74275893,0.642199868,0,0,0,0,0.64109219,0,0,0,0,0.911918145,1.104513593,0,0,0.668353517,1.926952235,0,1.180753378,0.816596667,0,0,0.683367694,0,1.348587854,1.294615249,0.723304422,0.658628297,0,0,0,0,0,0,1.348447098,1.073143137,0,0,0,0.520724541,0,0,1.543700833,0.481700359,0,0,1.695321726,0,0,0,0,0,0.324060652,0,0,0,0.920511419,0,0,0.730946013,0,0,0,1.048191929,0.948575199,0,0.389372623,0,0.802788108,0,1.89601581,0,0,0,0.371622531,0.451486981,0,0,0,0.605077106,0,0,0,0,0,0,0,0,0.549778522,0.502049041,0,2.37194071,0,0,0,0,0,1.152217873,1.501399707,1.481388214,0,0,0,0,0
RP1-140A9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382378099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALML6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371622531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFAP74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-547D24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKCZ,0,0,0.25167049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560366821,0,0,0,0,0.731542251,0.453209266,0,0,0,0,0,0,0,0,0,0,0,0,0.232187265,0,0,0.74020776,0,0,0,0,0,0,0,0,0,0,0,0.522003494,0.300845319,0.184480219,0,0,0,0,0,0,0.855145564,0,0,0,0,0,0,0,0.251130437,0,0,0.44948498,0,0,0.967283916,0,0,0,0.289899145,0,0,0,0,0,0,0,0.677903579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187537001,0,0,0,0,0,0,0,0,0.324060652,0,0,0,0,0,0.602222611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371622531,0,0,0,0,0,1.543990445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-892K4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599099741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602222611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690011992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-181G12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAAP20,0,1.300156378,0.999540464,1.629908126,0,1.068780568,1.102493969,0,0,0.677069154,1.167167406,0,0.703351092,1.09413244,0,0,0,1.912059732,0.956595843,0,1.444172148,0,0,0.708990262,0,0,0,0.705056324,0.658313662,0,1.310643404,0,0,1.71596563,0.705445078,0,0.595461756,0,0,0,0,0,0.52219868,1.279837133,0.733787222,0,1.179867923,0.617684034,1.200020689,0.773468198,1.020136652,0,0.946517991,0,0.909386764,0,0,1.409630537,1.12933002,2.416278143,0,0,0.850280369,0,1.152674758,0.578896006,1.827642355,1.043539787,1.45607996,1.584216158,0.346478206,0,3.119940033,1.08054424,1.374339513,0.62857755,0,0,0,1.056521651,0.998240199,0,0.699609239,0,0,0.829893965,0,0,0.98098553,0,0.688611575,0.589713138,0.510492513,0,0,0.90380027,0.642199868,0.618657034,0,1.210622807,0.994182468,0.64109219,0,0,0,0.508357863,0.911918145,1.104513593,0,0.7183139,1.065415557,0,0.706718125,0,1.566187371,0.677903579,0,0.904543818,0,1.065166295,1.017544793,0.723304422,0.912854559,0,0.764586349,0,0,0.758682281,0,0,0,0,1.513164096,0,0,0,0,1.543700833,0.893605015,0,0,0,0,0,0,0,0,0.764627261,0,0,0,0,0,0.602222611,0.306760072,0,1.265405362,0,1.218399687,0,0,0.389372623,0,1.242282315,0,1.89601581,0,1.317108724,0.874722747,1.308471485,0.618406908,0,0.690011992,0,0.605077106,0,0,1.14464552,0.669607602,1.048048729,0.554910297,0,1.650340712,0.902491302,1.083941564,1.750874672,0,0,0.598951865,1.349715115,0,0.635028177,1.152217873,0,0.993075511,0.599914407,0,1.489671693,0,0.837179762
SKI,0,0,0,0,0,0.323796026,0,0,0,0.394775197,0,0,0.703351092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382378099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.200020689,0,0.46448295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308299517,0.232187265,0,0,0,0,0,0,0,0.679626841,0,0.255918321,0,0,0,0,0.294682869,0,0,0,0,0.498674774,0,0,0,0,0,0,0.287473891,0,0,0,0,0.251130437,0,0,0,0,0,0,0,0,0,0.514370584,0,0,0,0,0,1.180753378,0,0,0,0,0,0.66816814,0,0,0.170947145,0,0,0,0,0,0,0,0,0,0,1.818070076,0.520724541,0,0,0,0.187537001,0,0,0,0,0,0,0,0,0.568412605,0,0,0,0,0,0,0.306760072,0,0,0,0,0,0,0,0,0.802788108,0,0,0,0,0,0,0.251010037,0,0,0,0,0,0,0.727869238,0,0,0,0,0,0,0.502049041,0,0,0,0,1.349715115,0,0,0,0,0,0,0,0,0,0
MORN1,0,0,0,0,0,0,0,0,0,0.394775197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413680488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716273486,0,0,0,0,0,0,0,0,0,0,0,0.346478206,0,0,0,0,0,0,0,0,0,0,0,0.184480219,0,0,0.829893965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7183139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306760072,0,0,0,0,0,0,0,0,0.47987804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RER1,1.389980655,0,0.888245436,0,0,0.764116201,0.51315644,0,0,0,1.167167406,0,0.703351092,0.689789177,0,0,0,0,0.588569959,0,0,0,0,0,0,0,0,0.705056324,0,0,0,0,1.014481367,1.71596563,0.931030164,0,1.235937917,0,0,3.153655457,0.812356467,0.86001774,0.863505765,0,0,0,0.560366821,0.617684034,0,0,0.46448295,0.731542251,1.667735217,0,0,0,0.89837279,0,1.420786303,1.808623275,0,0,0.850280369,0,0.733965564,0.943180144,0,0,0,0,1.121805688,0,0,0.679626841,0,0.773153993,0,0,0,0.661746454,0.522003494,1.01341808,0.795504813,0,0,0,0,2.015726797,0.606249462,0,0,0.958177883,0.846821953,0.833520031,0,0.74275893,1.030088935,0.451684029,0,0.463037843,0,0,0,0,1.835569619,0,0.556494464,0.852358251,0,0,0.668353517,0,0,0,0,0,0,0.683367694,0.94964274,0,0.632970957,0,0.658628297,0,0,0,0,0,0.958276947,0,1.357595466,0.677092965,1.513164096,0,0.861409356,1.582165632,0,0,0.345396414,0,2.484998321,1.695321726,0,0,0,2.309998562,0,0.928584722,0,0,1.16747232,0,1.344449675,0.602222611,0.730946013,0,0,1.494390502,1.36380692,0.948575199,0,0.668910286,0,1.046487755,0,0,0,0.861330458,0.874722747,0.854524492,0.451486981,0,0.690011992,0,0.979373255,1.543990445,0,0,0,0.804116091,0.909696827,0,0,0,0.502049041,0,0,0,0.598951865,0,0,1.692928803,0.964663234,0,0,1.242969033,1.700791245,0,0,0.503753719
PEX10,0,0.847984163,0.25167049,1.629908126,0,0,0,0.667890276,0,0.677069154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705056324,0,0,0,0,0.630721804,0,0,0,0.595461756,0,0,0,0,0.646475686,0.52219868,0,0,0,0,0,0,0,0,0.731542251,0.357684969,0.612878917,0,0,0,0.481739788,0,0,0,0,0.512914313,0,0.308299517,0.578896006,0,0,0.74020776,0,0.346478206,0,0,0.679626841,0,0,0,0,0,0,0.522003494,0,0,1.735315145,0,0.498674774,0,0,0,0,0,0,0.287473891,0,0,0.312795581,0.642199868,0,0,0,0,0,0,0.967283916,0,0,0.556494464,0.289899145,0,0,0.668353517,0,0.414532837,0,0,0,0,0,0,0,0,0,0.170947145,0,0,0,0,0.758682281,0,0,0,0.677092965,0,0,0,0,0,0,0.187537001,0,0,0,0,0,0,0,0,0.324060652,0,0.840498967,0,0,0,0.602222611,0.306760072,0,0.353531757,0,0.234788508,0,0,0,0,0,0,0,0,0.861330458,0,0,0.251010037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502049041,0,0,0,0,0,0,0,0.432627052,0,0,0.599914407,0,0,0,0.837179762
PLCH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.613289008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300845319,0.184480219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PANK4,0,0,0,0,0,0.323796026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374594044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512914313,0,0,0,0,0,0,0,0.346478206,0,0,0,0,0.255918321,0,0,0,0,0.294682869,0,0.184480219,0,0,0.498674774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764586349,0,0,0.758682281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234788508,0,0,0,0,0,0,0,0,0,0,0.371622531,0,0,0,0,0,1.543990445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HES5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP3-395M20.12,0,0,0.25167049,0,0,0.323796026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705445078,0,0.595461756,0,0,0,0.486495437,0,0.52219868,0,0,0,0,0,0,0,0.46448295,0,0.453209266,0,0,0,0,0,0,0,0,0,0,0,0.432861642,0.232187265,0,0,0,0,0,0,0,0,0,0.899444067,0,0,0,0,0,0,0.184480219,0,0,0.498674774,0.599099741,0,0,0,0,0,0.154031724,0,0,0,0.642199868,0,0,0,0,0,0,0,0,0,0,0,0,0.7183139,0,0,0,0,0,0,0,0,0.94964274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68809586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920511419,0,0,0.541178126,0,0,0,0,0,0,0,0,0,0,0,0,0.861330458,0,0,0.451486981,0,0,0,0,0,0,0,0.669607602,0,0.909696827,0,0,0.549778522,0,0,0,0,1.241450631,0,0,0,0.432627052,0,0,0,0,0,0,0
RP3-395M20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958276947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234788508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432627052,0,0,0,0,0,0,0
TNFRSF14,1.389980655,0.847984163,1.099680094,1.629908126,0,1.400917543,1.739393887,1.06479264,0,1.478954155,1.691157597,0,1.625714564,0.689789177,0,1.67881432,1.412349475,0,0.956595843,0,1.444172148,0,0,2.042206885,1.695685016,3.42053581,0,1.628425054,1.647098885,0,0,0,1.405209873,0,1.114976105,1.567587559,1.235937917,0,0,0,1.419010403,1.035886697,1.869621289,1.823275577,0,0,1.387608298,1.270850801,0.770151187,0,1.375222355,1.149484964,1.5224539,1.654160274,1.695321726,1.913043341,1.363846316,1.245753863,1.12933002,0,0,0,1.102091018,0,1.031597109,1.593377373,0,1.542977369,2.160398879,2.009436615,1.360604875,0,0,2.055659618,1.374339513,1.625913665,1.231739069,3.86325382,0,1.056521651,1.757479694,1.337104854,1.29025458,1.735315145,1.624977235,1.442837477,1.241683959,0,1.922026043,1.309260325,0.285416841,2.20107382,1.465696372,0.833520031,0,1.45981851,1.856914188,1.487435906,1.950898119,1.210622807,1.603929323,1.307159155,1.536216043,0.967283916,1.835569619,1.604496285,2.041339256,1.741885856,0,1.423810846,1.569467513,0,1.272094123,0,1.260042525,1.766222823,0,1.48882325,0,1.348587854,1.604302204,1.841527848,1.334058671,0,1.192773703,0,1.432165747,2.055758624,2.005364477,1.348447098,0,0.677092965,0,0,1.967003414,0,0,0,1.458707602,0,2.484998321,0,0,2.56200059,0,0,0,1.069408598,1.325877129,0.840498967,0,1.391567443,1.659011067,1.784573545,1.442469988,0,1.265405362,0,1.13691278,1.426489676,0,1.217956269,0,1.546554321,0,2.511111868,0,2.05815845,1.885984388,1.308471485,1.271979113,0,2.073948494,2.772120097,0.979373255,1.543990445,1.10844137,1.437935561,1.067101417,1.548447438,1.171042774,0,0,1.539947613,0,0,0,0,1.241450631,0,0,1.692928803,1.566344385,0,0.993075511,0.972264818,0,1.71934146,0,1.83087984
